------------------------------------------------------------
Starting time:  19-Apr-2018   15:50:52
Serial: 0x49467b0c (ID: 0x007b4649)
Current Status: AUX1 AUX3
------------------------------------------------------------
timestamp	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	Status/control	Status 2
1524124509.36	111	4	122	122	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124510.37	111	4	123	123	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124511.39	111	4	123	123	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124512.35	111	4	126	126	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124513.37	111	4	126	126	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124514.38	111	4	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124515.35	111	4	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124516.36	111	4	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124517.37	111	4	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124518.39	111	4	129	129	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124519.35	111	4	129	129	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124520.37	111	4	127	127	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124521.38	111	4	127	127	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124522.35	111	4	129	129	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124523.36	111	4	129	129	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124524.37	111	4	132	132	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124525.39	111	4	132	132	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124526.35	111	4	134	134	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124527.37	111	4	134	134	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124528.38	111	4	132	132	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124529.34	111	4	132	132	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124530.36	111	4	132	132	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124531.37	111	4	132	132	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124532.41	111	4	134	134	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124533.35	111	4	134	134	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124534.37	111	4	137	137	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124535.38	111	4	137	137	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124536.35	111	4	137	137	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124537.36	111	4	137	137	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124538.37	111	4	141	141	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124539.39	111	4	141	141	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124540.35	111	4	141	141	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124541.37	111	4	141	141	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124542.38	111	4	141	141	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124543.35	111	4	141	141	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124544.36	111	4	144	144	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124545.37	111	4	144	144	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124546.39	111	4	144	144	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124547.35	111	4	144	144	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124548.37	111	4	147	147	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124549.38	111	4	147	147	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124550.35	111	4	147	147	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124551.36	111	4	147	147	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124552.64	111	4	150	150	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124553.38	111	4	150	150	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124554.39	111	4	151	151	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124555.35	111	4	151	151	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124556.37	111	4	150	150	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124557.38	111	4	150	150	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124558.35	111	4	147	147	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124559.36	111	4	147	147	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124560.37	111	4	151	151	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124561.39	111	4	151	151	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124562.35	111	4	151	151	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124563.37	111	4	151	151	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124564.38	111	4	153	153	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124565.35	111	4	153	153	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124566.36	111	4	153	153	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124567.37	111	4	153	153	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124568.39	111	4	154	154	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124569.35	111	4	154	154	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124570.37	111	4	154	154	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124571.38	111	4	154	154	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124572.35	111	4	156	156	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124573.36	111	4	156	156	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124574.37	111	4	160	160	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124575.39	111	4	160	160	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124576.35	111	4	158	158	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124577.37	111	4	158	158	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124578.38	111	4	159	159	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
1524124579.35	111	4	159	159	-1	-1	-1	-1	-1	-1	-1	-1	0xc0001a00	0x00000000
