------------------------------------------------------------
Starting time:  19-Apr-2018   15:50:52
Serial: 0x49467b0c (ID: 0x007b4649)
Current Status: AUX1 AUX3
------------------------------------------------------------
timestamp	R0	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	Status/control	Status 2
1524124440.37	112	4	83	83	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124441.39	112	4	83	83	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124442.35	112	4	84	84	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124443.37	112	4	84	84	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124444.38	112	4	84	84	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124445.35	112	4	84	84	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124446.36	112	4	86	86	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124447.37	112	4	86	86	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124448.39	112	4	86	86	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124449.35	112	4	86	86	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124450.37	112	4	88	88	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124451.38	112	4	88	88	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124452.35	112	4	89	89	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124453.36	112	4	89	89	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124454.37	112	4	90	90	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124455.39	112	4	90	90	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124456.35	112	4	94	94	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124457.37	111	4	94	94	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124458.38	112	4	96	96	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124459.35	112	4	96	96	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124460.36	111	4	96	96	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124461.37	112	4	96	96	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124462.39	111	4	98	98	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124463.35	111	4	98	98	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124464.37	111	4	98	98	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124465.38	111	4	98	98	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124466.35	111	4	99	99	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124467.36	111	4	99	99	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124468.37	111	4	99	99	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124469.39	111	4	99	99	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124470.35	111	4	102	102	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124471.37	111	4	102	102	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124472.38	111	4	101	101	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124473.35	111	4	101	101	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124474.36	111	4	102	102	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124475.37	111	4	102	102	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124476.39	111	4	101	101	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124477.35	111	4	101	101	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124478.37	111	4	104	104	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124479.38	111	4	104	104	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124480.35	111	4	106	106	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124481.36	111	4	106	106	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124482.37	111	4	108	108	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124483.39	111	4	108	108	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124484.35	111	4	110	110	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124485.37	111	4	110	110	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124486.38	111	4	109	109	-1	-1	-1	-1	-1	-1	-1	-1	0x40000a00	0x00000000
1524124487.35	111	4	109	109	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124488.87	111	4	110	110	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124489.38	111	4	110	110	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124490.39	111	4	112	112	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124491.35	111	4	112	112	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124492.37	111	4	113	113	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124493.38	111	4	113	113	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124494.35	111	4	114	114	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124495.36	111	4	114	114	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124496.37	111	4	115	115	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124497.39	111	4	115	115	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124498.35	111	4	117	117	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124499.37	111	4	117	117	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124500.38	111	4	120	120	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124501.35	111	4	120	120	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124502.36	111	4	119	119	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124503.37	111	4	119	119	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124504.39	111	4	121	121	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124505.35	111	4	121	121	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124506.37	111	4	123	123	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124507.38	111	4	123	123	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
1524124508.35	111	4	122	122	-1	-1	-1	-1	-1	-1	-1	-1	0x80000a00	0x00000000
